Date, G Fund, F Fund, C Fund, S Fund, I Fund
2023-03-09, 17.3592, 18.2902, 60.3154, 64.8671, 35.8353
2023-03-08, 17.3572, 18.2200, 61.4387, 66.7860, 35.9602
2023-03-07, 17.3553, 18.2367, 61.3466, 66.7696, 35.8593
2023-03-06, 17.3533, 18.2616, 62.2999, 67.5438, 36.4365
2023-03-03, 17.3474, 18.2889, 62.2547, 68.4112, 36.4297
2023-03-02, 17.3454, 18.1510, 61.2602, 67.3757, 35.9680
2023-03-01, 17.3435, 18.2054, 60.7903, 67.0574, 35.8888
2023-02-28, 17.3418, 18.3132, 61.0749, 67.0764, 35.7603
2023-02-27, 17.3401, 18.3009, 61.2552, 67.0634, 35.9464
2023-02-24, 17.3349, 18.2678, 61.0600, 66.8523, 35.5315
2023-02-23, 17.3332, 18.3706, 61.7076, 67.5626, 36.0756
2023-02-22, 17.3315, 18.3092, 61.3759, 67.2404, 36.0234
2023-02-21, 17.3298, 18.2692, 61.4713, 66.9527, 36.2348
2023-02-17, 17.3228, 18.4325, 62.7279, 68.8575, 36.5235
2023-02-16, 17.3211, 18.3932, 62.8906, 69.1651, 36.4957
2023-02-15, 17.3194, 18.4625, 63.7643, 69.9996, 36.5624
2023-02-14, 17.3177, 18.5002, 63.5717, 68.9504, 36.7447
2023-02-13, 17.3160, 18.5665, 63.5815, 68.6076, 36.7024
2023-02-10, 17.3108, 18.5202, 62.8525, 67.8085, 36.3856
2023-02-09, 17.3091, 18.6010, 62.7026, 67.9793, 36.6237
2023-02-08, 17.3074, 18.6710, 63.2515, 68.9518, 36.5007
2023-02-07, 17.3057, 18.6361, 63.9582, 69.7996, 36.6418
2023-02-06, 17.3040, 18.6657, 63.1439, 69.0927, 36.3636
2023-02-03, 17.2988, 18.7903, 63.5291, 69.9542, 36.7896
2023-02-02, 17.2971, 18.9411, 64.1910, 70.8659, 37.1723
2023-02-01, 17.2954, 18.9280, 63.2578, 69.4009, 37.1139
2023-01-31, 17.2935, 18.7991, 62.6030, 68.1902, 36.8039
2023-01-30, 17.2917, 18.7300, 61.6984, 66.6023, 36.6336
2023-01-27, 17.2859, 18.7842, 62.5031, 67.6445, 36.8512
2023-01-26, 17.2841, 18.7937, 62.3466, 67.0875, 36.9121
2023-01-25, 17.2822, 18.8362, 61.6635, 66.3900, 36.8717
2023-01-24, 17.2803, 18.8066, 61.6741, 66.2775, 36.6958
2023-01-23, 17.2784, 18.7239, 61.7172, 66.6060, 36.6308
2023-01-20, 17.2727, 18.7669, 60.9921, 65.5491, 36.5188
2023-01-19, 17.2709, 18.8541, 59.8582, 64.1668, 36.1722
2023-01-18, 17.2690, 18.8993, 60.3111, 64.9470, 36.3616
2023-01-17, 17.2671, 18.7182, 61.2654, 65.8848, 36.4033
2023-01-13, 17.2595, 18.7406, 61.3899, 65.8056, 36.2888
2023-01-12, 17.2576, 18.8029, 61.1434, 65.4094, 36.0676
2023-01-11, 17.2557, 18.6666, 60.9279, 64.5760, 35.5535
2023-01-10, 17.2539, 18.5559, 60.1532, 63.5930, 35.3280
2023-01-09, 17.2520, 18.6338, 59.7362, 62.8115, 35.3242
2023-01-06, 17.2463, 18.5763, 59.7718, 62.5154, 35.0441
2023-01-05, 17.2444, 18.3808, 58.4370, 61.2283, 34.2187
2023-01-04, 17.2425, 18.3977, 59.1156, 62.0623, 34.5438
2023-01-03, 17.2407, 18.3031, 58.6704, 61.1436, 34.1009
2022-12-30, 17.2352, 18.2074, 58.9043, 61.5305, 33.9422
2022-12-29, 17.2316, 18.2819, 59.0510, 61.6545, 34.1698
2022-12-28, 17.2299, 18.2129, 58.0309, 60.1184, 33.6813
2022-12-27, 17.2281, 18.2486, 58.7373, 60.9983, 33.9634
2022-12-23, 17.2208, 18.3588, 58.9717, 61.3898, 33.9379
2022-12-22, 17.2191, 18.4230, 58.6264, 61.1795, 33.8405
2022-12-21, 17.2174, 18.4397, 59.4866, 62.0709, 34.1285
2022-12-20, 17.2157, 18.4059, 58.6079, 61.0676, 33.7920
2022-12-19, 17.2139, 18.5246, 58.5453, 60.7610, 33.5960
2022-12-16, 17.2085, 18.6354, 59.0738, 61.7387, 33.6905
2022-12-15, 17.2068, 18.6803, 59.7361, 62.3336, 34.0056
2022-12-14, 17.2050, 18.6679, 61.2594, 64.0441, 34.9166
2022-12-13, 17.2033, 18.6154, 61.6206, 64.3391, 34.9193
2022-12-12, 17.2016, 18.4880, 61.1730, 63.7892, 34.3886
2022-12-09, 17.1961, 18.4886, 60.3110, 62.8607, 34.3379
2022-12-08, 17.1942, 18.6026, 60.7556, 63.4879, 34.2620
2022-12-07, 17.1924, 18.6545, 60.2930, 62.9026, 34.1081
2022-12-06, 17.1906, 18.5002, 60.4043, 63.0687, 34.1327
2022-12-05, 17.1888, 18.4324, 61.2851, 64.0984, 34.2837
2022-12-02, 17.1833, 18.5728, 62.4016, 66.0443, 34.7731
2022-12-01, 17.1814, 18.5106, 62.4711, 65.9373, 34.8147
2022-11-30, 17.1794, 18.3266, 62.5151, 65.8450, 34.5826
2022-11-29, 17.1774, 18.2149, 60.6218, 63.8786, 33.8213
2022-11-28, 17.1755, 18.2852, 60.7129, 63.7509, 33.6941
2022-11-25, 17.1694, 18.3075, 61.6648, 65.0050, 34.2066
2022-11-23, 17.1654, 18.2834, 61.6805, 64.8268, 34.0065
2022-11-22, 17.1634, 18.1863, 61.3147, 64.4506, 33.5971
2022-11-21, 17.1614, 18.1002, 60.4918, 63.6048, 33.1085
2022-11-18, 17.1554, 18.0990, 60.7210, 64.1105, 33.3993
2022-11-17, 17.1534, 18.1246, 60.4314, 63.8540, 33.2965
2022-11-16, 17.1514, 18.2077, 60.6063, 64.5191, 33.3519
2022-11-15, 17.1495, 18.0973, 61.0963, 65.9110, 33.5329
2022-11-14, 17.1475, 17.9798, 60.5637, 64.7668, 33.2673
2022-11-10, 17.1394, 18.0119, 60.5353, 64.7361, 32.9163
2022-11-09, 17.1374, 17.6635, 57.3544, 60.5701, 31.1919
2022-11-08, 17.1354, 17.6370, 58.5588, 62.2650, 31.6532
2022-11-07, 17.1335, 17.5612, 58.2328, 62.0588, 31.3354
2022-11-04, 17.1274, 17.6092, 57.6778, 61.6751, 31.1473
2022-11-03, 17.1255, 17.6168, 56.8915, 61.2736, 29.9672
2022-11-02, 17.1235, 17.6916, 57.4928, 61.6402, 30.2527
2022-11-01, 17.1215, 17.7097, 58.9672, 63.7743, 30.6840
2022-10-31, 17.1196, 17.6733, 59.2098, 63.5610, 30.4105
2022-10-28, 17.1139, 17.7475, 59.6513, 63.7366, 30.6677
2022-10-27, 17.1121, 17.7891, 58.2115, 62.5983, 30.4535
2022-10-26, 17.1102, 17.6964, 58.5670, 62.5404, 30.7174
2022-10-25, 17.1083, 17.6097, 59.0023, 62.5420, 30.4294
2022-10-24, 17.1064, 17.4427, 58.0579, 60.7220, 29.7725
2022-10-21, 17.1007, 17.4602, 57.3764, 60.5499, 29.7450
2022-10-20, 17.0988, 17.4517, 56.0461, 59.4189, 29.2381
2022-10-19, 17.0970, 17.5584, 56.4892, 59.9834, 29.2711
2022-10-18, 17.0951, 17.7032, 56.8691, 61.1579, 29.6876
2022-10-17, 17.0932, 17.6668, 56.2251, 60.2922, 29.4768
2022-10-14, 17.0875, 17.6476, 54.7749, 58.3616, 28.7325
2022-10-13, 17.0856, 17.7194, 56.1001, 60.0208, 29.1486
2022-10-12, 17.0838, 17.8056, 54.6742, 58.9745, 28.6080
2022-10-11, 17.0819, 17.7867, 54.8534, 59.0842, 28.7453
2022-10-07, 17.0743, 17.8581, 55.6287, 60.0168, 29.1623
2022-10-06, 17.0724, 17.9345, 57.2292, 62.0012, 29.6408
2022-10-05, 17.0705, 18.0032, 57.8065, 62.3182, 30.1799
2022-10-04, 17.0687, 18.1021, 57.9178, 62.6389, 30.5019
2022-10-03, 17.0668, 18.0522, 56.1926, 60.0482, 29.3287
2022-09-30, 17.0620, 17.8995, 54.7748, 58.5313, 28.6939
2022-09-29, 17.0604, 17.9544, 55.6098, 58.8904, 28.7989
2022-09-28, 17.0588, 18.0426, 56.8013, 60.2846, 29.1364
2022-09-27, 17.0572, 17.7774, 55.7020, 58.5006, 28.5485
2022-09-26, 17.0556, 17.8489, 55.8168, 58.2086, 28.6372
2022-09-23, 17.0509, 18.0812, 56.4001, 59.1592, 29.1064
2022-09-22, 17.0493, 18.1252, 57.3879, 60.5123, 30.0328
2022-09-21, 17.0477, 18.3305, 57.8732, 62.0848, 30.1866
2022-09-20, 17.0461, 18.2668, 58.8771, 63.0540, 30.6100
2022-09-19, 17.0445, 18.3365, 59.5478, 64.1245, 31.0793
2022-09-16, 17.0397, 18.3680, 59.1415, 63.6260, 30.9923
2022-09-15, 17.0382, 18.3809, 59.5685, 64.7815, 31.1705
2022-09-14, 17.0366, 18.4325, 60.2443, 65.2453, 31.4258
2022-09-13, 17.0350, 18.4258, 60.0244, 65.0105, 31.3830
2022-09-12, 17.0334, 18.5170, 62.7347, 67.6917, 32.4496
2022-09-09, 17.0286, 18.5379, 62.0774, 66.9162, 31.9426
2022-09-08, 17.0270, 18.5470, 61.1380, 65.5009, 31.2802
2022-09-07, 17.0255, 18.6011, 60.7296, 64.7347, 31.2021
2022-09-06, 17.0239, 18.4976, 59.6343, 63.2692, 30.9943
2022-09-02, 17.0175, 18.6645, 59.8765, 63.7856, 31.1915
2022-09-01, 17.0159, 18.5920, 60.5218, 64.1717, 31.1712
